ticker_symbol,company_name,clean_companies,tickers_lower
SHBI,Shore Bancshares Inc Common Stock,shorebancsharesinccommonstock,shbi
SHC,Sotera Health Company Common Stock,soterahealthcompanycommonstock,shc
SHCA,Spindletop Health Acquisition Corp. Class A Common Stock,spindletophealthacquisitioncorpclassacommonstock,shca
SHCR,Sharecare Inc. Class A Common Stock,sharecareincclassacommonstock,shcr
SHCRW,Sharecare Inc. Warrant,sharecareincwarrant,shcrw
SHEL,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),royaldutchshellplcamericandepositaryshareseachrepresentingtwo2ordinaryshares,shel
SHEN,Shenandoah Telecommunications Co Common Stock,shenandoahtelecommunicationscocommonstock,shen
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,shinhanfinancialgroupcoltdamericandepositaryshares,shg
SHI,SINOPEC Shangai Petrochemical Company Ltd. Common Stock,sinopecshangaipetrochemicalcompanyltdcommonstock,shi
SHIP,Seanergy Maritime Holdings Corp Common Stock,seanergymaritimeholdingscorpcommonstock,ship
SHLS,Shoals Technologies Group Inc. Class A Common Stock,shoalstechnologiesgroupincclassacommonstock,shls
SHLX,Shell Midstream Partners L.P. Common Units representing Limited Partner Interests,shellmidstreampartnerslpcommonunitsrepresentinglimitedpartnerinterests,shlx
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,sunstonehotelinvestorsincsunstonehotelinvestorsinccommonshares,sho
SHOO,Steven Madden Ltd. Common Stock,stevenmaddenltdcommonstock,shoo
SHOP,Shopify Inc. Class A Subordinate Voting Shares,shopifyincclassasubordinatevotingshares,shop
SHPW,Shapeways Holdings Inc. Common Stock,shapewaysholdingsinccommonstock,shpw
SHQA,Shelter Acquisition Corporation I Class A Common Stock,shelteracquisitioncorporationiclassacommonstock,shqa
SHQAU,Shelter Acquisition Corporation I Units,shelteracquisitioncorporationiunits,shqau
SHUA,SHUAA Partners Acquisition Corp I Class A Ordinary Share,shuaapartnersacquisitioncorpiclassaordinaryshare,shua
SHUAU,SHUAA Partners Acquisition Corp I Unit,shuaapartnersacquisitioncorpiunit,shuau
SHW,Sherwin-Williams Company (The) Common Stock,sherwinwilliamscompanythecommonstock,shw
SHYF,The Shyft Group Inc. Common Stock,theshyftgroupinccommonstock,shyf
SI,Silvergate Capital Corporation Class A Common Stock,silvergatecapitalcorporationclassacommonstock,si
SIBN,SI-BONE Inc. Common Stock,siboneinccommonstock,sibn
SID,Companhia Siderurgica Nacional S.A. Common Stock,companhiasiderurgicanacionalsacommonstock,sid
SIDU,Sidus Space Inc. Class A Common Stock,sidusspaceincclassacommonstock,sidu
SIEB,Siebert Financial Corp. Common Stock,siebertfinancialcorpcommonstock,sieb
SIEN,Sientra Inc. Common Stock,sientrainccommonstock,sien
SIER,Sierra Lake Acquisition Corp. Class A Common Stock,sierralakeacquisitioncorpclassacommonstock,sier
SIF,SIFCO Industries Inc. Common Stock,sifcoindustriesinccommonstock,sif
SIFY,Sify Technologies Limited American Depositary Shares,sifytechnologieslimitedamericandepositaryshares,sify
SIG,Signet Jewelers Limited Common Shares,signetjewelerslimitedcommonshares,sig
SIGA,SIGA Technologies Inc. Common Stock,sigatechnologiesinccommonstock,siga
SIGI,Selective Insurance Group Inc. Common Stock,selectiveinsurancegroupinccommonstock,sigi
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,selectiveinsurancegroupincdepositaryshareseachrepresentinga11000thinterestinashareof460noncumulativepreferredstockseriesb,sigip
SII,Sprott Inc. Common Shares,sprottinccommonshares,sii
SILC,Silicom Ltd Ordinary Shares,silicomltdordinaryshares,silc
SILK,Silk Road Medical Inc. Common Stock,silkroadmedicalinccommonstock,silk
SILV,SilverCrest Metals Inc. Common Shares,silvercrestmetalsinccommonshares,silv
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,gruposimecsabdecvamericandepositaryshares,sim
SIMO,Silicon Motion Technology Corporation American Depositary Shares,siliconmotiontechnologycorporationamericandepositaryshares,simo
SINT,SiNtx Technologies Inc. Common Stock,sintxtechnologiesinccommonstock,sint
SIOX,Sio Gene Therapies Inc. Common Stock,siogenetherapiesinccommonstock,siox
SIRE,Sisecam Resources LP Common Units representing limited partner interests,sisecamresourceslpcommonunitsrepresentinglimitedpartnerinterests,sire
SIRI,Sirius XM Holdings Inc. Common Stock,siriusxmholdingsinccommonstock,siri
SISI,Shineco Inc. Common Stock,shinecoinccommonstock,sisi
SITC,SITE Centers Corp. Common Stock,sitecenterscorpcommonstock,sitc
SITE,SiteOne Landscape Supply Inc. Common Stock,siteonelandscapesupplyinccommonstock,site
SITM,SiTime Corporation Common Stock,sitimecorporationcommonstock,sitm
SIVB,SVB Financial Group Common Stock,svbfinancialgroupcommonstock,sivb
SIVBP,SVB Financial Group Depositary Shs each representing a 1/40th interest in a share of 5.25% Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,svbfinancialgroupdepositaryshseachrepresentinga140thinterestinashareof525fixedratenoncumulativeperpetualpreferredstockseriesa,sivbp
SIX,Six Flags Entertainment Corporation New Common Stock,sixflagsentertainmentcorporationnewcommonstock,six
SJ,Scienjoy Holding Corporation Class A Ordinary Shares,scienjoyholdingcorporationclassaordinaryshares,sj
SJI,South Jersey Industries Inc. Common Stock,southjerseyindustriesinccommonstock,sji
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,southjerseyindustriesinc5625juniorsubordinatednotesdue2079,sjij
SJIV,South Jersey Industries Inc. Corporate Units,southjerseyindustriesinccorporateunits,sjiv
SJM,J.M. Smucker Company (The) New Common Stock,jmsmuckercompanythenewcommonstock,sjm
SJR,Shaw Communications Inc. Common Stock,shawcommunicationsinccommonstock,sjr
SJT,San Juan Basin Royalty Trust Common Stock,sanjuanbasinroyaltytrustcommonstock,sjt
SJW,SJW Group Common Stock (DE),sjwgroupcommonstockde,sjw
SKE,Skeena Resources Limited Common Shares,skeenaresourceslimitedcommonshares,ske
SKGR,SK Growth Opportunities Corporation Class A Common Stock,skgrowthopportunitiescorporationclassacommonstock,skgr
SKGRU,SK Growth Opportunities Corporation Unit,skgrowthopportunitiescorporationunit,skgru
SKGRW,SK Growth Opportunities Corporation Warrant,skgrowthopportunitiescorporationwarrant,skgrw
SKIL,Skillsoft Corp. Class A Common Stock,skillsoftcorpclassacommonstock,skil
SKIN,The Beauty Health Company Class A Common Stock,thebeautyhealthcompanyclassacommonstock,skin
SKLZ,Skillz Inc. Class A Common Stock,skillzincclassacommonstock,sklz
SKM,SK Telecom Co. Ltd. Common Stock,sktelecomcoltdcommonstock,skm
SKT,Tanger Factory Outlet Centers Inc. Common Stock,tangerfactoryoutletcentersinccommonstock,skt
SKX,Skechers U.S.A. Inc. Common Stock,skechersusainccommonstock,skx
SKY,Skyline Champion Corporation Common Stock,skylinechampioncorporationcommonstock,sky
SKYA,Skydeck Acquisition Corp. Class A Ordinary Shares,skydeckacquisitioncorpclassaordinaryshares,skya
SKYAW,Skydeck Acquisition Corp. Warrants,skydeckacquisitioncorpwarrants,skyaw
SKYH,Sky Harbour Group Corporation Class A Common Stock,skyharbourgroupcorporationclassacommonstock,skyh
SKYT,SkyWater Technology Inc. Common Stock,skywatertechnologyinccommonstock,skyt
SKYW,SkyWest Inc. Common Stock,skywestinccommonstock,skyw
SKYX,SKYX Platforms Corp. Common Stock,skyxplatformscorpcommonstock,skyx
SLAB,Silicon Laboratories Inc. Common Stock,siliconlaboratoriesinccommonstock,slab
SLAC,Social Leverage Acquisition Corp I Class A Common Stock,socialleverageacquisitioncorpiclassacommonstock,slac
SLAM,Slam Corp. Class A Ordinary Share,slamcorpclassaordinaryshare,slam
SLAMU,Slam Corp. Unit,slamcorpunit,slamu
SLAMW,Slam Corp. warrant,slamcorpwarrant,slamw
SLB,Schlumberger N.V. Common Stock,schlumbergernvcommonstock,slb
SLCA,U.S. Silica Holdings Inc. Common Stock,ussilicaholdingsinccommonstock,slca
SLCR,Silver Crest Acquisition Corporation Class A Ordinary Share,silvercrestacquisitioncorporationclassaordinaryshare,slcr
SLCRU,Silver Crest Acquisition Corporation Unit,silvercrestacquisitioncorporationunit,slcru
SLCRW,Silver Crest Acquisition Corporation Warrant,silvercrestacquisitioncorporationwarrant,slcrw
SLDB,Solid Biosciences Inc. Common Stock,solidbiosciencesinccommonstock,sldb
SLDP,Solid Power Inc. Class A Common Stock,solidpowerincclassacommonstock,sldp
SLDPW,Solid Power Inc. Warrant,solidpowerincwarrant,sldpw
SLF,Sun Life Financial Inc. Common Stock,sunlifefinancialinccommonstock,slf
SLG,SL Green Realty Corp Common Stock,slgreenrealtycorpcommonstock,slg
SLGC,SomaLogic Inc. Class A Common Stock,somalogicincclassacommonstock,slgc
SLGCW,SomaLogic Inc. Warrant,somalogicincwarrant,slgcw
SLGG,Super League Gaming Inc. Common Stock,superleaguegaminginccommonstock,slgg
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,solgeltechnologiesltdordinaryshares,slgl
SLGN,Silgan Holdings Inc. Common Stock,silganholdingsinccommonstock,slgn
SLHG,Skylight Health Group Inc. Ordinary Shares,skylighthealthgroupincordinaryshares,slhg
SLHGP,Skylight Health Group Inc. 9.25% Series A Cumulative Redeemable Perpetual Preferred Shares,skylighthealthgroupinc925seriesacumulativeredeemableperpetualpreferredshares,slhgp
SLI,Standard Lithium Ltd. Common Shares,standardlithiumltdcommonshares,sli
SLM,SLM Corporation Common Stock,slmcorporationcommonstock,slm
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,slmcorporationfloatingratenoncumulativepreferredstockseriesb,slmbp
SLN,Silence Therapeutics Plc American Depository Share,silencetherapeuticsplcamericandepositoryshare,sln
SLNG,Stabilis Solutions Inc. Common Stock,stabilissolutionsinccommonstock,slng
SLNH,Soluna Holdings Inc. Common Stock,solunaholdingsinccommonstock,slnh
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock,solunaholdingsinc90seriesacumulativeperpetualpreferredstock,slnhp
SLNO,Soleno Therapeutics Inc. Common Stock,solenotherapeuticsinccommonstock,slno
SLP,Simulations Plus Inc. Common Stock,simulationsplusinccommonstock,slp
SLQT,SelectQuote Inc. Common Stock,selectquoteinccommonstock,slqt
SLRC,SLR Investment Corp. Common Stock,slrinvestmentcorpcommonstock,slrc
SLRX,Salarius Pharmaceuticals Inc. Common Stock,salariuspharmaceuticalsinccommonstock,slrx
SLS,SELLAS Life Sciences Group Inc. Common Stock,sellaslifesciencesgroupinccommonstock,sls
SLVM,Sylvamo Corporation Common Stock,sylvamocorporationcommonstock,slvm
SLVR,SilverSPAC Inc. Class A Ordinary Share,silverspacincclassaordinaryshare,slvr
SLVRU,SilverSPAC Inc. Unit,silverspacincunit,slvru
SM,SM Energy Company Common Stock,smenergycompanycommonstock,sm
SMAP,SportsMap Tech Acquisition Corp. Common Stock,sportsmaptechacquisitioncorpcommonstock,smap
SMAR,Smartsheet Inc. Class A Common Stock,smartsheetincclassacommonstock,smar
SMBC,Southern Missouri Bancorp Inc. Common Stock,southernmissouribancorpinccommonstock,smbc
SMBK,SmartFinancial Inc. Common Stock,smartfinancialinccommonstock,smbk
SMCI,Super Micro Computer Inc. Common Stock,supermicrocomputerinccommonstock,smci
SMED,Sharps Compliance Corp. Common Stock,sharpscompliancecorpcommonstock,smed
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),sumitomomitsuifinancialgroupincunsponsoredamericandepositarysharesjapan,smfg
SMFL,Smart for Life Inc. Common Stock,smartforlifeinccommonstock,smfl
SMFR,Sema4 Holdings Corp. Class A Common Stock,sema4holdingscorpclassacommonstock,smfr
SMFRW,Sema4 Holdings Corp. Warrant,sema4holdingscorpwarrant,smfrw
SMG,Scotts Miracle-Gro Company (The) Common Stock,scottsmiraclegrocompanythecommonstock,smg
SMHI,SEACOR Marine Holdings Inc. Common Stock,seacormarineholdingsinccommonstock,smhi
SMID,Smith-Midland Corporation Common Stock,smithmidlandcorporationcommonstock,smid
SMIH,Summit Healthcare Acquisition Corp. Class A Ordinary Share,summithealthcareacquisitioncorpclassaordinaryshare,smih
SMIHW,Summit Healthcare Acquisition Corp. Warrant,summithealthcareacquisitioncorpwarrant,smihw
SMIT,Schmitt Industries Inc. Common Stock,schmittindustriesinccommonstock,smit
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,summitmidstreampartnerslpcommonunitsrepresentinglimitedpartnerinterests,smlp
SMLR,Semler Scientific Inc. Common Stock,semlerscientificinccommonstock,smlr
SMM,Salient Midstream Common Shares of Beneficial Interest,salientmidstreamcommonsharesofbeneficialinterest,smm
SMMF,Summit Financial Group Inc. Common Stock,summitfinancialgroupinccommonstock,smmf
SMMT,Summit Therapeutics Inc. Common Stock,summittherapeuticsinccommonstock,smmt
SMP,Standard Motor Products Inc. Common Stock,standardmotorproductsinccommonstock,smp
SMPL,The Simply Good Foods Company Common Stock,thesimplygoodfoodscompanycommonstock,smpl
SMR,NuScale Power Corporation Class A Common Stock,nuscalepowercorporationclassacommonstock,smr
SMRT,SmartRent Inc. Class A Common Stock,smartrentincclassacommonstock,smrt
SMSI,Smith Micro Software Inc. Common Stock,smithmicrosoftwareinccommonstock,smsi
SMTC,Semtech Corporation Common Stock,semtechcorporationcommonstock,smtc
SMTI,Sanara MedTech Inc. Common Stock,sanaramedtechinccommonstock,smti
SMTS,Sierra Metals Inc. Common Stock,sierrametalsinccommonstock,smts
SMWB,Similarweb Ltd. Ordinary Shares,similarwebltdordinaryshares,smwb
SNA,Snap-On Incorporated Common Stock,snaponincorporatedcommonstock,sna
SNAP,Snap Inc. Class A Common Stock,snapincclassacommonstock,snap
SNAX,Stryve Foods Inc. Class A Common Stock,stryvefoodsincclassacommonstock,snax
SNAXW,Stryve Foods Inc. Warrant,stryvefoodsincwarrant,snaxw
SNBR,Sleep Number Corporation Common Stock,sleepnumbercorporationcommonstock,snbr
SNCE,Science 37 Holdings Inc. Common Stock,science37holdingsinccommonstock,snce
SNCR,Synchronoss Technologies Inc. Common Stock,synchronosstechnologiesinccommonstock,sncr
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,synchronosstechnologiesinc8375seniornotesdue2026,sncrl
SNCY,Sun Country Airlines Holdings Inc. Common Stock,suncountryairlinesholdingsinccommonstock,sncy
SND,Smart Sand Inc. Common Stock,smartsandinccommonstock,snd
SNDA,Sonida Senior Living Inc. Common Stock,sonidaseniorlivinginccommonstock,snda
SNDL,SNDL Inc. Common Shares,sndlinccommonshares,sndl
SNDR,Schneider National Inc. Common Stock,schneidernationalinccommonstock,sndr
SNDX,Syndax Pharmaceuticals Inc. Common Stock,syndaxpharmaceuticalsinccommonstock,sndx
SNES,SenesTech Inc. Common Stock,senestechinccommonstock,snes
SNEX,StoneX Group Inc. Common Stock,stonexgroupinccommonstock,snex
SNFCA,Security National Financial Corporation Class A Common Stock,securitynationalfinancialcorporationclassacommonstock,snfca
SNGX,Soligenix Inc. Common Stock,soligenixinccommonstock,sngx
SNMP,Evolve Transition Infrastructure LP Common Stock,evolvetransitioninfrastructurelpcommonstock,snmp
SNN,Smith & Nephew SNATS Inc. Common Stock,smithnephewsnatsinccommonstock,snn
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,sonomapharmaceuticalsinccommonstock,snoa
SNOW,Snowflake Inc. Class A Common Stock,snowflakeincclassacommonstock,snow
SNP,China Petroleum & Chemical Corporation Common Stock,chinapetroleumchemicalcorporationcommonstock,snp
SNPO,Snap One Holdings Corp. Common Stock,snaponeholdingscorpcommonstock,snpo
SNPS,Synopsys Inc. Common Stock,synopsysinccommonstock,snps
SNPX,Synaptogenix Inc. Common Stock,synaptogenixinccommonstock,snpx
SNRH,Senior Connect Acquisition Corp. I Class A Common Stock,seniorconnectacquisitioncorpiclassacommonstock,snrh
SNRHU,Senior Connect Acquisition Corp. I Unit,seniorconnectacquisitioncorpiunit,snrhu
SNRHW,Senior Connect Acquisition Corp. I Warrant,seniorconnectacquisitioncorpiwarrant,snrhw
SNSE,Sensei Biotherapeutics Inc. Common Stock,senseibiotherapeuticsinccommonstock,snse
SNT,Senstar Technologies Ltd. Ordinary Shares,senstartechnologiesltdordinaryshares,snt
SNTG,Sentage Holdings Inc. Ordinary Shares,sentageholdingsincordinaryshares,sntg
SNTI,Senti Biosciences Inc. Common Stock,sentibiosciencesinccommonstock,snti
SNV,Synovus Financial Corp. Common Stock,synovusfinancialcorpcommonstock,snv
SNX,TD SYNNEX Corporation Common Stock,tdsynnexcorporationcommonstock,snx
SNY,Sanofi ADS,sanofiads,sny
SO,Southern Company (The) Common Stock,southerncompanythecommonstock,so
SOBR,SOBR Safe Inc. Common Stock,sobrsafeinccommonstock,sobr
SOFI,SoFi Technologies Inc. Common Stock,sofitechnologiesinccommonstock,sofi
SOFO,Sonic Foundry Inc. Common Stock,sonicfoundryinccommonstock,sofo
SOHO,Sotherly Hotels Inc. Common Stock,sotherlyhotelsinccommonstock,soho
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,sotherlyhotelsinc80seriesbcumulativeredeemableperpetualpreferredstock,sohob
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,sotherlyhotelsinc825seriesdcumulativeredeemableperpetualpreferredstock,sohon
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,sotherlyhotelsinc7875seriesccumulativeredeemableperpetualpreferredstock,sohoo
SOHU,Sohu.com Limited American Depositary Shares,sohucomlimitedamericandepositaryshares,sohu
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,solarisoilfieldinfrastructureincclassacommonstock,soi
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,southerncompanytheseries2017b525juniorsubordinatednotesduedecember12077,sojc
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,southerncompanytheseries2020a495juniorsubordinatednotesduejanuary302080,sojd
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,southerncompanytheseries2020c420juniorsubordinatednotesdueoctober152060,soje
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),renesolaltdamericandepsitaryshareseachrepresenting10shares,sol
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,electrameccanicavehiclescorpltdcommonstock,solo
SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,electrameccanicavehiclescorpltdwarrants,solow
SON,Sonoco Products Company Common Stock,sonocoproductscompanycommonstock,son
SOND,Sonder Holdings Inc. Class A Common Stock,sonderholdingsincclassacommonstock,sond
SONDW,Sonder Holdings Inc. Warrants,sonderholdingsincwarrants,sondw
SONM,Sonim Technologies Inc. Common Stock,sonimtechnologiesinccommonstock,sonm
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,sonnetbiotherapeuticsholdingsinccommonstock,sonn
SONO,Sonos Inc. Common Stock,sonosinccommonstock,sono
